		25ns master table: /dev/CMSSW_7_4_0/HLT/V212																																				
		HLT_Ele32_eta2p1_WPLoose_Gsf_CentralPFJet30_BTagCSV07_v1	TOP	25ns, 50ns,	yes	CMSHLT-193, mod. CMSHLT-330, CMSHLT-405	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		TOP PAG, single-top subgroup, (Backup) signal trigger
		HLT_Ele32_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1	HIG, TAU, EXO	25ns, 50ns,	yes	CMSHLT-160, mod. CMSHLT-232, CMSHLT-330	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: TAU, HIG, EXO, rate: in stadow of unprescales Ele32 trigger, 1.7Hz at 1.4e34, type: monitoring, description: Trigger with an Isolated Electron and a pair of Medium Iso PFTaus, seeded by unp'ed L1SingleIsoEGer seed. The trigger will be used to monitor DoubleMediumIsoPFTau path (particularly correlation between two PFTaus) using Z->ee events with e->tau, jet->tau fakes.
		HLT_Ele32_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_v1	HIG, TAU	25ns, 50ns,	yes	CMSHLT-160, mod. CMSHLT-232, CMSHLT-330	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: TAU, HIG, rate: in stadow of unprescales Ele32 trigger, 30Hz at 1.4e34, type: signal, description: Trigger with an Isolated Electron and Loose Iso PFTau, seeded by unp'ed L1SingleIsoEGer seed.
		HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet30_v1	TOP	25ns, 50ns,	yes	CMSHLT-193, mod. CMSHLT-330	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: Top
		HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30_v1	TOP	25ns, 50ns,	yes	CMSHLT-193, mod. CMSHLT-330	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: Top
		HLT_Ele32_eta2p1_WPLoose_Gsf_v1	HIG, E/Gamma, SMP	25ns, 50ns,	yes	CMSHLT-193, mod. CMSHLT-330	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: Egamma
		HLT_Ele32_eta2p1_WPTight_Gsf_v1	HIG, E/Gamma	25ns, 50ns,	yes	CMSHLT-330	L1_SingleIsoEG30er OR L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: Egamma
		HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v2	B2G	25ns, 50ns,	yes	CMSHLT-98	L1_SingleEG40	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: EXO, , high pt unisolated single lepton trigger, use case is W'->enu but generally used in EXO
		HLT_HT2000_v1		25ns, 50ns,	yes	CMSHLT-312	L1_HTT175	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		
		HLT_HT2500_v1	PPD	25ns, 50ns,	yes	CMSHLT-312	L1_HTT175	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: PPD, description: backup HT trigger for the Hotline
		HLT_HT350_DisplacedDijet40_DisplacedTrack_v2	EXO (long-lived)	25ns, 50ns,	yes	CMSHLT-196 (only for 7e33)	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200	1	1			0	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: EXO, menu: 7e33, rate: 4 Hz, type: Signal, description: ht350 + 2 jets pt > 40 with at most 2 prompt tracks and 1 displaced track with high IP significance
		HLT_HT350_DisplacedDijet80_DisplacedTrack_v2	EXO (long-lived)	25ns, 50ns,	yes	CMSHLT-168	L1_HTT150 OR L1_HTT175 OR L1_HTT200	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: EXO, rate: 4.1 Hz 1.4E34, type: Signal, description: HT > 350 + 2 central Jets pt 80 with at most 2 prompt tracks and at least 1 track with IP significance > 5.0 with D_xy > .05 cm
		HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack_v2	EXO (long-lived)	25ns, 50ns,	yes	CMSHLT-168	L1_HTT150 OR L1_HTT175 OR L1_HTT200	1	1			1	1	#REF!	#REF!			ms		±		Hz		±		Hz		ms		±		Hz		±		Hz		group: EXO, rate: 2.1 Hz 1.4E34, type: Signal Backup, description: HT > 350 + 2 central Jets pt 80 with at most 2 prompt tracks and at least 1 track with IP significance > 10.0 with D_xy > .05cm
