master: 	/dev/CMSSW_7_4_0/50nsHLT/V215																																							  1 072.0	±		Hz	STEAM rates evaluated on the Spring'15 samples, corresponding to a luminoity of 5e33 cm⁻²s⁻¹ with the menu
menu:	/frozen/2015/50ns_5e33/v2.1/HLT/V5																																											/dev/CMSSW_7_4_0/50nsGRun/V116
								Old L1		L1 prescales								HLT prescales								Total prescales																		
LookArea	LookAreaPD	HLT_Mu3er_PFHT140_PFMET125_NoiseCleaned_v2	SUSY	yes	CMSHLT-152	L1_Mu0er_ETM55		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   0.0	Hz	group: SUSY
LookArea	LookAreaPD	HLT_Mu40_eta2p1_PFJet200_PFJet50_v2	B2G	yes	CMSHLT-98	L1_SingleMu16er OR L1_SingleMu20er		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.7	±	   0.1	Hz	group: B2G, , High pt unisolated lepton trigger plus jets in a boosted regime, Expected rate: 4.28 Hz at L=1E34
LookArea	LookAreaPD	HLT_Mu40_TkMu11_v2	EXO (double mu)	yes	CMSHLT-195	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.8	±	   0.1	Hz	Group: EXO, Rate: 20 Hz (1.4E34, 25ns), Type: Backup, Description: Path that selects one global muon and one tracker muon., For boosted dimuon topologies. This is the backup path of HLT_Mu30_TkMu11
LookArea	LookAreaPD	HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL_v2	EXO (long-lived)	yes	CMSHLT-97, updated by CMSHLT-124	L1_Mu5_EG20		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.9	±	   0.1	Hz	group: EXO,DisplacedSUSY, - rate: 3.47 Hz( 25ns,PU20, 13TeV MC), - type: backup, - approval: https://indico.cern.ch/event/336052/contribution/4/material/slides/0.pdf, - description: MuEG HLT path for DisplacedSUSY, which is searching for muon-electron pair with large impact parameters for both leptons. Vertex constraints have been removed.
LookArea	LookAreaPD	HLT_Mu45_eta2p1_v1	EXO,B2G	yes	CMSHLT-194	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   22.1	±	   0.5	Hz	group: EXO, SMP, muon, rate: 15% higher than Mu40_eta2p1, type: signal, description: extension of Mu40_eta2p1 up to full eta range
LookArea	LookAreaPD	HLT_Mu50_eta2p1_v1	EXO	yes	CMSHLT-352	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   14.3	±	   0.5	Hz	
LookArea	LookAreaPD	HLT_Mu50_v1	EXO,B2G	yes	CMSHLT-64, updated by CMSHLT-86, CMSHLT-162, CMSHLT-194	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   15.3	±	   0.5	Hz	
LookArea	LookAreaPD	HLT_Mu55_v1	EXO	yes	CMSHLT-352	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   10.4	±	   0.5	Hz	group: EXO, SMP, muon, rate: 15% higher than Mu40_eta2p1, type: signal, description: extension of Mu40_eta2p1 up to full eta range
LookArea	LookAreaPD	HLT_Mu6_PFHT200_PFMET100_NoiseCleaned_v1	JME	yes	CMSHLT-152, mod CMSHLT-356	L1_Mu6_HTT150		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.0	±	   0.1	Hz	group : JME, rate : 47% of old HLT_PFMET180, type : signal, approval : https://indico.cern.ch/event/305875/contribution/1/3/material/slides/0.pdf, description : Like HLT_PFMET180, but with HBHE+JetID noise cleaning.
LookArea	LookAreaPD	HLT_Mu6_PFHT200_PFMET80_NoiseCleaned_BTagCSV0p72_v1	SUSY	yes	CMSHLT-152, mod CMSHLT-356, CMSHLT-405	L1_Mu6_HTT150		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: SUSY, Expected rate < 10 Hz,
LookArea	LookAreaPD	HLT_Mu7p5_L2Mu2_Jpsi_v1	BPH	yes	CMSHLT-145	L1_DoubleMu0		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + L2Muon for track TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_L2Mu2_Upsilon_v1	BPH	yes	CMSHLT-145	L1_DoubleMu0		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + L2Muon for track TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_Track2_Jpsi_v2	BPH	yes	CMSHLT-145	L1_SingleMu5		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   0.5	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + Track for muon TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_Track2_Upsilon_v2	BPH	yes	CMSHLT-145	L1_SingleMu5		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + Track for muon TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_Track3p5_Jpsi_v2	BPH	yes	CMSHLT-145	L1_SingleMu5		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.7	±	   0.5	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + Track for muon TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_Track3p5_Upsilon_v2	BPH	yes	CMSHLT-145	L1_SingleMu5		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + Track for muon TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_Track7_Jpsi_v2	BPH	yes	CMSHLT-145	L1_SingleMu5		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + Track for muon TnP efficiencies
LookArea	LookAreaPD	HLT_Mu7p5_Track7_Upsilon_v2	BPH	yes	CMSHLT-145	L1_SingleMu5		   250										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group: BPH, rate: prescaled to few Hertz, type: TnP, description: Mu + Track for muon TnP efficiencies
LookArea	LookAreaPD	HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v2	Higgs	yes	CMSHLT-147, mod CMSHLT-331	L1_Mu6_DoubleEG10		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   1.5	±	   0.1	Hz	group : HIG, type : signal, description : non-isolated dielectron+muon path, designed for H->ZZ*->2e2mu
LookArea	LookAreaPD	HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v2	SUSY	yes	CMSHLT-167, mod. CMSHLT-293	L1_Mu6_HTT150 OR L1_Mu8_HTT125 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.5	±	   0.1	Hz	SUSY PAG, signal trigger for discovery analysis
LookArea	LookAreaPD	HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL_v2	Higgs, SMP	yes	CMSHLT-213 (only for 7e33), mod CMSHLT-331	L1_Mu5_EG15		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   18.2	±	   1.3	Hz	group : HIG, type : signal, description : electron-muon path with isolation, designed for H->WW and H->ZZ*->2e2mu
LookArea	LookAreaPD	HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v2	Higgs, Top	yes	CMSHLT-147, mod CMSHLT-331	L1_Mu5_EG20		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   9.9	±	   0.8	Hz	group : HIG, type : signal, description : electron-muon path with isolation, designed for H->WW and H->ZZ*->2e2mu
LookArea	LookAreaPD	HLT_Mu8_TrkIsoVVL_v2	SUSY, Higgs	yes	CMSHLT-129	L1_SingleMu5		   250										   10	   8	   6	   4	   2	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.9	±	   1.2	Hz	group: SUSY, muon, rate: tbd , type: control, description: control trigger to compute fake-rates
LookArea	LookAreaPD	HLT_Mu8_v1		yes	CMSHLT-293	L1_SingleMu5		   250										   10	   8	   6	   4	   2	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.3	±	   1.3	Hz	
LookArea	LookAreaPD	HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   34.7	±	   0.5	Hz	group: SUSY, rate: 14.0 ± 3.7, type: signal, approval: https://indico.cern.ch/event/339419/, description: Low HT bin for alphaT analysis
LookArea	LookAreaPD	HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   15.6	±	   0.3	Hz	group: SUSY, rate: 14.0 ± 3.7, type: signal, approval: https://indico.cern.ch/event/339419/, description: Low HT bin for alphaT analysis
LookArea	LookAreaPD	HLT_PFHT200_v1	SUSY	yes	CMSHLT-355	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										  6 300	  6 300	  6 300	  6 300	  6 300	  6 300	  6 300		0	0	0	0	0	0	0			ms		±		Hz	   1.3	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   15.7	±	   0.3	Hz	
LookArea	LookAreaPD	HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   7.5	±	   0.2	Hz	
LookArea	LookAreaPD	HLT_PFHT250_v1	SUSY	yes	CMSHLT-355	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										  4 200	  4 200	  4 200	  4 200	  4 200	  4 200	  4 200		0	0	0	0	0	0	0			ms		±		Hz	   1.3	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   9.9	±	   0.2	Hz	
LookArea	LookAreaPD	HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.5	±	   0.2	Hz	
LookArea	LookAreaPD	HLT_PFHT300_v1	SUSY	yes	CMSHLT-355	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										  2 100	  2 100	  2 100	  2 100	  2 100	  2 100	  2 100		0	0	0	0	0	0	0			ms		±		Hz	   1.1	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   7.8	±	   0.2	Hz	
LookArea	LookAreaPD	HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.7	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT350_PFMET100_NoiseCleaned_v1	SUSY	yes	CMSHLT-105, mod CMSHLT-356	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   9.7	±	   1.1	Hz	
LookArea	LookAreaPD	HLT_PFHT350_v2	SUSY, EXO	yes	CMSHLT-127, mod CMSHLT-355	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										   350	   350	   350	   350	   350	   350	   350		0	0	0	0	0	0	0			ms		±		Hz	   3.8	±	   1.0	Hz	
LookArea	LookAreaPD	HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   8.1	±	   0.2	Hz	
LookArea	LookAreaPD	HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v1	SUSY	yes	CMSHLT-143, mod. CMSHLT-207, mod CMSHLT-354	L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   4.0	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72_v2	HIG	yes	CMSHLT-309, CMSHLT-405	L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
LookArea	LookAreaPD	HLT_PFHT400_SixJet30_v2	HIG	yes	CMSHLT-309	L1_HTT175		   1										   175	   175	   175	   175	   175	   175	   175		0	0	0	0	0	0	0			ms		±		Hz	   0.6	±	   0.0	Hz	group: HIG, rate: 112Hz (at 7e33), type: control, description: PF 6jets pT>30 eta<2.6, PFHT>400, description: to measure efficiency of all hadronic ttH(bb) signal paths, approval: https://indico.cern.ch/event/376577/contribution/3/material/slides/0.pdf
LookArea	LookAreaPD	HLT_PFHT400_v1	SUSY	yes	CMSHLT-355	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										   700	   700	   700	   700	   700	   700	   700		0	0	0	0	0	0	0			ms		±		Hz	   1.1	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT450_SixJet40_PFBTagCSV0p72_v2	HIG	yes	CMSHLT-309, CMSHLT-405	L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: HIG, rate: 6Hz (at 7e33), type: signal, description: PF 6jets pT>40 eta<2.6, PFHT>450, 1PFBtagCSV0.7, description: for all hadronic ttH(bb) analysis, approval: https://indico.cern.ch/event/376577/contribution/3/material/slides/0.pdf
LookArea	LookAreaPD	HLT_PFHT450_SixJet40_v2	HIG	yes	CMSHLT-309	L1_HTT175		   1										   30	   30	   30	   30	   30	   30	   30		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   1.0	Hz	group: HIG, rate: 22Hz (at 7e33), type: control, description: PF 6jets pT>40 eta<2.6, PFHT>450, description: to measure efficiency of all hadronic ttH(bb) signal paths, approval: https://indico.cern.ch/event/376577/contribution/3/material/slides/0.pdf
LookArea	LookAreaPD	HLT_PFHT475_v1	SUSY	yes	CMSHLT-355	L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										   75	   75	   75	   75	   75	   75	   75		0	0	0	0	0	0	0			ms		±		Hz	   4.1	±	   0.1	Hz	Jet POG template path for run2
LookArea	LookAreaPD	HLT_PFHT550_4Jet_v2	EXO	yes	CMSHLT-96	L1_HTT150 OR L1_HTT175		   1										   55	   55	   55	   55	   55	   55	   55		0	0	0	0	0	0	0			ms		±		Hz	   1.7	±	   0.0	Hz	group: EXO, a path dedicated for multijet search
LookArea	LookAreaPD	HLT_PFHT600_v2	SUSY, EXO	yes	CMSHLT-127	L1_HTT150 OR L1_HTT175		   1										   125	   125	   125	   125	   125	   125	   125		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   0.0	Hz	Jet POG template path for run2
LookArea	LookAreaPD	HLT_PFHT650_4Jet_v2	EXO	yes	CMSHLT-96	L1_HTT150 OR L1_HTT175		   1										   45	   45	   45	   45	   45	   45	   45		0	0	0	0	0	0	0			ms		±		Hz	   0.9	±	   0.0	Hz	group: EXO, a path dedicated for multijet search
LookArea	LookAreaPD	HLT_PFHT650_v2	SUSY, EXO	yes	CMHSLT-156	L1_HTT150 OR L1_HTT175		   1										   100	   100	   100	   100	   100	   100	   100		0	0	0	0	0	0	0			ms		±		Hz	   0.7	±	   1.0	Hz	
LookArea	LookAreaPD	HLT_PFHT650_WideJetMJJ900DEtaJJ1p5_v2	EXO	yes	CMHSLT-156	L1_HTT150 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   9.5	±	   1.3	Hz	group: EXO, rate: 7 Hz pure, type: signal, description: PFHT > 650 GeV, wide dijets > 950 GeV
LookArea	LookAreaPD	HLT_PFHT650_WideJetMJJ950DEtaJJ1p5_v2	EXO	yes	CMHSLT-156	L1_HTT150 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   7.9	±	   1.3	Hz	group: EXO, rate: 5 Hz pure, type: backup, description: PFHT > 650 GeV, wide dijets > 950 GeV
LookArea	LookAreaPD	HLT_PFHT750_4JetPt50_v1	SUSY	yes	CMSHLT-355 (prev. version was from CMSHLT-89/90)	L1_HTT150 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   16.5	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFHT800_v1	SUSY	yes	CMSHLT-355	L1_HTT150 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   27.7	±	   1.5	Hz	
LookArea	LookAreaPD	HLT_PFJet140_v2	SMP	yes	CMSHLT-123	L1_SingleJet92		  2 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   1.7	±	   0.1	Hz	
LookArea	LookAreaPD	HLT_PFJet200_v2	SMP	yes	CMSHLT-123	L1_SingleJet128		   1										   500	   400	   300	   200	   100	   50	   25		0	0	0	0	0	0	0			ms		±		Hz	   1.1	±	   0.0	Hz	
LookArea	LookAreaPD	HLT_PFJet260_v2	Jets/MET, SMP	yes	CMSHLT-123	L1_SingleJet128 OR L1_SingleJet176		   1										   85	   68	   51	   34	   17	   9	   5		0	0	0	0	0	0	0			ms		±		Hz	   1.8	±	   0.2	Hz	
LookArea	LookAreaPD	HLT_PFJet320_v2	SMP	yes	CMSHLT-123	L1_SingleJet128 OR L1_SingleJet176		   1										   30	   24	   18	   12	   6	   3	   2		0	0	0	0	0	0	0			ms		±		Hz	   1.5	±	   0.0	Hz	
LookArea	LookAreaPD	HLT_PFJet40_v2	SMP	yes	CMSHLT-123, mod. CMSHLT-202	L1_ZeroBias		  5 000										   250	   200	   150	   200	   50	   25	   13		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
LookArea	LookAreaPD	HLT_PFJet400_v2	SMP, B2G	yes	CMSHLT-123	L1_SingleJet128 OR L1_SingleJet176		   1										   10	   8	   6	   4	   2	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   1.9	±	   1.1	Hz	
LookArea	LookAreaPD	HLT_PFJet450_v2	SMP, B2G	yes	CMSHLT-123	L1_SingleJet128 OR L1_SingleJet176		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   11.8	±	   1.5	Hz	group: SMP-J, rate: 22 Hz, type: Signal, description: Single Jet trigger requiring pT(CaloJet) > 400 GeV and pT(PFJet) > 450 Gev
LookArea	LookAreaPD	HLT_PFJet500_v2	SMP, B2G	yes	CMSHLT-123	L1_SingleJet128 OR L1_SingleJet176		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   8.3	±	   1.5	Hz	group: SMP-J, rate: 11 Hz (subset of HLT_PFJet450 path), type: Signal, description: Single Jet trigger requiring pT(CaloJet) > 450 GeV and pT(PFJet) > 500 Gev
LookArea	LookAreaPD	HLT_PFJet60_v2	SMP	yes	CMSHLT-123	L1_SingleJet36		  262 139										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group: SMP-J, rate: 1 Hz, type: Signal, description: Single Jet trigger requiring pT(CaloJet) > 40 GeV and pT(PFJet) > 60 Gev
LookArea	LookAreaPD	HLT_PFJet80_v2	SMP	yes	CMSHLT-123	L1_SingleJet52		  30 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
LookArea	LookAreaPD	HLT_PFMET100_PFMHT100_IDTight_v1	HIG, Hbb	yes	CMSHLT-203 (only for 7e33), mod CMSHLT-333	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   10.9	±	   1.5	Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_PFMET110_PFMHT110_IDTight_v1	HIG, Hbb	yes	CMSHLT-203 (only for 7e33), mod CMSHLT-333	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.4	±	   1.2	Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_PFMET120_NoiseCleaned_BTagCSV0p72_v2	SUSY	yes	CMSHLT-105, CMSHLT-405	L1_ETM60 OR L1_ETM70		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: SUSY
LookArea	LookAreaPD	HLT_PFMET120_NoiseCleaned_Mu5_v2	SUSY	yes	CMSHLT-120, mod. CMSHLT-190	(L1_Mu0er_ETM55)		  262 139										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   1.1	±	   0.1	Hz	group : JME, rate : 47% of old HLT_PFMET180, type : signal, approval : https://indico.cern.ch/event/305875/contribution/1/3/material/slides/0.pdf, description : Like HLT_PFMET180, but with HBHE+JetID noise cleaning.
LookArea	LookAreaPD	HLT_PFMET120_PFMHT120_IDTight_v1	Higgs Hbb	yes	CMSHLT-128, mod. CMSHLT-186, mod CMSHLT-333	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.6	±	   1.0	Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_PFMET170_NoiseCleaned_v2	SUSY, EXO, B2G	yes	CMSHLT-105	L1_ETM60 OR L1_ETM70		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   1.4	±	   0.7	Hz	group : JME, rate : 47% of old HLT_PFMET180, type : signal, approval : https://indico.cern.ch/event/305875/contribution/1/3/material/slides/0.pdf, description : Like HLT_PFMET180, but with HBHE+JetID noise cleaning.
LookArea	LookAreaPD	HLT_PFMET300_NoiseCleaned_v1	SUSY, EXO, B2G	yes	CMSHLT-312	L1_ETM60 OR L1_ETM70		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group : JME, rate : 47% of old HLT_PFMET180, type : signal, approval : https://indico.cern.ch/event/305875/contribution/1/3/material/slides/0.pdf, description : Like HLT_PFMET180, but with HBHE+JetID noise cleaning.
LookArea	LookAreaPD	HLT_PFMET400_NoiseCleaned_v1	SUSY, EXO, B2G	yes	CMSHLT-312	L1_ETM60 OR L1_ETM70		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group: PPD, JME, description : backup PFMET trigger for the Hotline
LookArea	LookAreaPD	HLT_PFMET90_PFMHT90_IDTight_v1	HIG,Hbb	yes	CMSHLT-203 (only for 7e33), mod CMSHLT-333	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   24.6	±	   2.0	Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_PFMETNoMu120_NoiseCleaned_PFMHTNoMu120_IDTight_v2	EXO	yes	CMSHLT-277	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.0	±	   1.0	Hz	group: EXO, rate: 7 Hz pure, type: signal, description: PFHT > 650 GeV, wide dijets > 950 GeV
