Path	Group	QCDPt15to30	QCDPt30to50	QCDPt50to80	QCDPt80to120	QCDPt120to170	QCDPt170to300	QCDPt300to470	QCDPt470to600	QCDPt600to800	DYToEE	DYToMuMu	WToENu	WToMuNu	QCDPt30to80EMEnriched	QCDPt80to170EMEnriched	QCDPt30to50MuEnrichedPt5PionKaonDecay	QCDPt50to80MuEnrichedPt5PionKaonDecay	QCDPt80to120MuEnrichedPt5PionKaonDecay	
HLT_DiCentralPFJet55_PFMET110_NoiseCleaned_v1	SUSY	0	23	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	
HLT_IsoTkMu20_eta2p1_v2	SMP,TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT650_4Jet_v2	EXO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_DoubleJet90_Double30_TripleBTagCSV0p67_v2	HIG	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	
HLT_DiPFJetAve260_v1	JetMET	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFJet60_v2	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu7p5_Track2_Jpsi_v2	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L1_TripleJet_VBF_v1	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon165_R9Id90_HE10_IsoM_v2	HIG,SUSY,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFJet500_v2	SMP,B2G	0	70	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoTkMu27_v2	SMP,HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon90_R9Id90_HE10_IsoM_v2	SMP,SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele105_CaloIdVT_GsfTrkIdT_v2	EXO,B2G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_QuadJet45_DoubleBTagCSV0p67_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v1	HIG,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoMu20_eta2p1_v2	TOP,TAU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DoubleMu4_3_Jpsi_Displaced_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele27_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30_v1	TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoTkMu20_v2	SMP,TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v2	TAU,HIG	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
HLT_PFHT550_4Jet_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu15_IsoVVVL_PFHT600_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon22_v2	SMP,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele32_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1	TAU,HIG,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_HT350_DisplacedDijet40_DisplacedTrack_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v2	Muon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_CaloMET200_NoiseCleaned_v2	EXO	0	9	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_BTagMu_DiJet20_Mu5_v2	BTV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_AK8PFJet360_TrimMass30_v2	B2G	0	68	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	
HLT_HT750_DisplacedDijet80_Inclusive_v2	EXO	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_DiPFJetAve300_HFJEC_v2	JetMET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele15_IsoVVVL_PFHT600_v2	SUSY	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
HLT_Dimuon0er16_Jpsi_NoVertexing_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu8_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoTrackHB_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_JetE30_NoBPTX3BX_NoHalo_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DiPFJetAve80_v1	JetMET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET100_PFMHT100_IDTight_v1	HIG,HIG	0	25	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	
HLT_Ele27_WPLoose_Gsf_WHbbBoost_v1	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu40_TkMu11_v2	EXO	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v2	HIG	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
HLT_BTagMu_DiJet70_Mu5_v2	BTV	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
HLT_Mu20_v1	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon75_v2	SMP,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu24_TrkIsoVVL_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET120_NoiseCleaned_BTagCSV0p72_v2	SUSY	0	18	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_NoHalo_v1	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu7p5_L2Mu2_Upsilon_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu7p5_Track7_Upsilon_v2	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L1SingleMuOpen_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v1	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_TkMu24_eta2p1_v2	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq200_v2	HIG	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	
HLT_Ele25WP60_SC4_Mass55_v2	Egamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DiPFJetAve160_HFJEC_v2	JetMET	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Mu34_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v2	Muon,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele23_WPLoose_Gsf_v1	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Activity_Ecal_SC7_v1	ECAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFJet140_v2	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Dimuon8_Upsilon_Barrel_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_v2	TAU,HIG	0	27	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	
HLT_Mu27_TkMu8_v2	EXO,B2G	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L1Tech_DT_GlobalOR_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DiPFJetAve220_HFJEC_v2	JetMET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu6_PFHT200_PFMET80_NoiseCleaned_BTagCSV0p72_v1	SUSY	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	
HLT_DoubleMu4_3_Bs_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT350_v2	SUSY,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DiPFJetAve60_HFJEC_v2	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_QuadMuon0_Dimuon0_Upsilon_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L2Mu10_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoTrackHE_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon135_PFMET100_NoiseCleaned_v2	EXO	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
HLT_VBF_DisplacedJet40_DisplacedTrack_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_MET90_IsoTrk50_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele18_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_ECALHT800_v1	EXO	0	69	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	
HLT_TkMu27_v2	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET110_PFMHT110_IDTight_v1	HIG,HIG	0	23	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	
HLT_Mu17_Photon35_CaloIdL_L1ISO_v2	HIG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_BTagMu_DiJet110_Mu5_v2	BTV	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
HLT_DoubleMu33NoFiltersNoVtx_v1	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu45_eta2p1_v1	EXO,B2G	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
HLT_Mu34_TrkIsoVVL_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele22_eta2p1_WPLoose_Gsf_v1	Egamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu14er_PFMET100_NoiseCleaned_v1	JME	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
HLT_VBF_DisplacedJet40_Hadronic_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_NoHalo_v1	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT650_v2	SUSY,EXO	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v2	HIG,TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu17_Mu8_DZ_v1	TOP,HIG,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v1	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon90_v2	SMP,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET120_PFMHT120_IDTight_v1	HIG	0	20	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_HcalPhiSym_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET170_NoiseCleaned_v2	SUSY,EXO,B2G	0	11	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	
HLT_Ele33_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_MET75_IsoTrk50_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoMu20_eta2p1_TriCentralPFJet30_v2	TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET300_NoiseCleaned_v1	SUSY,EXO,B2G	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v1	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5_v2	EXO	0	65	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	
HLT_DiPFJetAve500_v1	JetMET	0	70	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	
HLT_Mu17_TrkIsoVVL_v2	SUSY,HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_MonoCentralPFJet80_PFMETNoMu90_NoiseCleaned_PFMHTNoMu90_IDTight_v2	EXO	0	28	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v1	EXO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Ele25WP60_Ele8_Mass55_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Dimuon0_Phi_Barrel_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFMET400_NoiseCleaned_v1	SUSY,EXO,B2G	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
HLT_Mu12_Photon25_CaloIdL_L1OR_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT475_v1	SUSY	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Dimuon20_Jpsi_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon165_HE10_v2	SMP,SUSY	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v1	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Dimuon0_Jpsi_Muon_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Dimuon13_Upsilon_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v1	HIG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_L1SingleMuOpen_DT_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFJet40_v2	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT350_PFMET100_NoiseCleaned_v1	SUSY	0	30	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v2	EXO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_DiPFJetAve40_v1	JetMET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele32_eta2p1_WPLoose_Gsf_v1	HIG,Egamma,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57_v1	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoMu20_eta2p1_CentralPFJet30_BTagCSV07_v2	TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DoubleIsoMu17_eta2p1_v2	HIG,TAU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L2DoubleMu23_NoVertex_v1	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoMu24_eta2p1_TriCentralPFJet50_40_30_v2	TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_HT550_DisplacedDijet40_Inclusive_v2	EXO	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Photon36_v2	SMP,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51_v1	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon30_R9Id90_HE10_IsoM_v2	SMP,SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_GlobalRunHPDNoise_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFJet200_v2	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_MET300_v1	NoGroup	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	
HLT_Mu8_TrkIsoVVL_v2	SUSY,HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v2	EXO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Mu6_PFHT200_PFMET100_NoiseCleaned_v1	JME	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	
HLT_Ele15_IsoVVVL_PFHT350_PFMET70_v1	SUSY	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele27_eta2p1_WPLoose_Gsf_CentralPFJet30_BTagCSV07_v1	TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoMu24_eta2p1_v2	TOP,SMP,HIG,TAU,B2G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_EcalCalibration_v1	NoGroup	0	70	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	
HLT_PFHT750_4JetPt50_v1	SUSY	0	30	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_HT2000_v1	NoGroup	0	70	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	
HLT_PFHT450_SixJet40_PFBTagCSV0p72_v2	HIG	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_v1	TAU,HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele32_eta2p1_WPTight_Gsf_v1	HIG,Egamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_HcalNZS_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_IsoMu27_v2	SMP,HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet30_v1	TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DoubleMu4_PsiPrimeTrk_Displaced_v2	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v1	HIG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Mu17_Mu8_SameSign_v1	HIG,B2G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v2	HIG,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT400_SixJet30_v2	HIG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Mu350_v1	EXO,SMP	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v2	EXO,B2G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Photon300_NoHE_v2	HIG	0	69	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	
HLT_Mu15_PFHT300_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon22_R9Id90_HE10_IsoM_v2	SMP,SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu27_v1	SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_HT650_DisplacedDijet80_Inclusive_v2	EXO	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Dimuon0_Upsilon_Muon_v1	BPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v1	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v1	TAU,HIG,EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v1	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu30_TkMu11_v2	EXO,B2G	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
HLT_Mu15_IsoVVVL_BTagCSV0p72_PFHT400_v2	SUSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_DiPFJetAve400_v1	JetMET	0	14	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v1	HIG,SMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Mu40_eta2p1_PFJet200_PFJet50_v2	B2G	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
HLT_IsoTkMu24_eta2p1_v2	SMP,HIG,TOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_RsqMR240_Rsq0p09_MR200_4jet_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10_v1	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_Photon600_v1	PPD	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
HLT_L1Tech_HCAL_HF_single_channel_v1	NoGroup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v2	EXO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
